id,original_title,release_date,poster_path,overview,title,popularity,vote_average,vote_count
275,Fargo,1996-03-08,/rt7cpEr1uP6RTZykBFhBTcRaKvG.jpg,"Jerry, a small-town Minnesota car salesman is bursting at the seams with debt... but he's got a plan. He's going to hire two thugs to kidnap his wife in a scheme to collect a hefty ransom from his wealthy father-in-law. It's going to be a snap and nobody's going to get hurt... until people start dying. Enter Police Chief Marge, a coffee-drinking, parka-wearing - and extremely pregnant - investigator who'll stop at nothing to get her man. And if you think her small-time investigative skills will give the crooks a run for their ransom... you betcha!",Fargo,9.0021,7.849,8792
114,Pretty Woman,1990-03-23,/hVHUfT801LQATGd26VPzhorIYza.jpg,"While on a business trip in Los Angeles, Edward Lewis, a millionaire entrepreneur who makes a living buying and breaking up companies, picks up a prostitute, Vivian, while asking for directions; after, Edward hires Vivian to stay with him for the weekend to accompany him to a few social events, and the two get closer only to discover there are significant hurdles to overcome as they try to bridge the gap between their very different worlds.",Pretty Woman,11.6932,7.459,8752
106,Predator,1987-06-12,/k3mW4qfJo6SKqe6laRyNGnbB9n5.jpg,A team of elite commandos on a secret mission in a Central American jungle come to find themselves hunted by an extraterrestrial warrior.,Predator,26.9076,7.543,8751
4951,10 Things I Hate About You,1999-03-30,/ujERk3aKABXU3NDXOAxEQYTHe9A.jpg,"On the first day at his new school, Cameron instantly falls for Bianca, the gorgeous girl of his dreams. The only problem is that Bianca is forbidden to date until her ill-tempered, completely un-dateable older sister Kat goes out, too. In an attempt to solve his problem, Cameron singles out the only guy who could possibly be a match for Kat: a mysterious bad boy with a nasty reputation of his own.",10 Things I Hate About You,16.7471,7.59,8679
137,Groundhog Day,1993-02-11,/gCgt1WARPZaXnq523ySQEUKinCs.jpg,"A narcissistic TV weatherman, along with his attractive-but-distant producer, and his mawkish cameraman, is sent to report on Groundhog Day in the small town of Punxsutawney, where he finds himself repeating the same day over and over.",Groundhog Day,16.6329,7.621,8592
9552,The Exorcist,1973-12-26,/5x0CeVHJI8tcDx8tUUwYHQSNILq.jpg,"When a mysterious entity possesses a young girl, her mother seeks the help of two Catholic priests to save her life.",The Exorcist,10.9989,7.74,8403
1366,Rocky,1976-11-20,/hEjK9A9BkNXejFW4tfacVAEHtkn.jpg,"Rocky Balboa is a Philadelphia club fighter who seems to be going nowhere. But when a stroke of fate puts him in the ring with a world heavyweight champion, Rocky knows that it's his one shot at the big time — a once-in-a-lifetime opportunity to go the distance and come out a winner!",Rocky,10.747,7.792,8372
2108,The Breakfast Club,1985-02-15,/wM9ErA8UVdcce5P4oefQinN8VVV.jpg,"Five high school students from different walks of life endure a Saturday detention under a power-hungry principal.",The Breakfast Club,6.9712,7.725,8358
95,Armageddon,1998-07-01,/eTM3qtGhDU8cvjpoa6KEt5E2auU.jpg,"When an asteroid threatens to collide with Earth, NASA honcho Dan Truman determines the only way to stop it is to drill into its surface and detonate a nuclear bomb.",Armageddon,8.5764,6.833,8353
268,Batman,1989-06-21,/oYWUsIVoMl2H6Xl3FTBi9R9Y4OS.jpg,"Having witnessed his parents' brutal murder as a child, millionaire philanthropist Bruce Wayne fights crime in Gotham City disguised as Batman.",Batman,7.6109,7.237,8333
10144,The Little Mermaid,1989-11-17,/plcZXvI310FkbwIptvd6rqk63LP.jpg,"This colorful adventure tells the story of an impetuous mermaid princess named Ariel who falls in love with the very human Prince Eric.",The Little Mermaid,11.2668,7.352,8248
4011,Beetlejuice,1988-03-30,/nnl6OWkyPpuMm595hmAxNW3rZFn.jpg,"A newly dead New England couple seeks help from a deranged demon exorcist to scare an affluent New York family out of their home.",Beetlejuice,7.0102,7.4,8211
8871,How the Grinch Stole Christmas,2000-11-17,/1WZbbPApEivA421gCOluuzMMKCk.jpg,"The Grinch decides to rob Whoville of Christmas - but a dash of kindness from little Cindy Lou Who and her family may be enough to melt his heart...",How the Grinch Stole Christmas,14.8202,6.785,8098
2105,American Pie,1999-07-09,/5P68by2Thn8wHAziyWGEw2O7hco.jpg,"At a high-school party, four friends find that losing their collective virginity isn't as easy as they had thought.",American Pie,12.7208,6.6,8077
949,Heat,1995-12-15,/umSVjVdbVwtx5ryCA2QXL44Durm.jpg,"Obsessive master thief Neil McCauley leads a top-notch crew on various daring heists throughout Los Angeles.",Heat,14.0959,7.926,7990
11970,Hercules,1997-06-13,/dK9rNoC97tgX3xXg5zdxFisdfcp.jpg,"Bestowed with superhuman strength, a young mortal named Hercules sets out to prove himself a hero.",Hercules,10.0075,7.493,7786
1091,The Thing,1982-06-25,/tzGY49kseSE9QAKk47uuDGwnSCu.jpg,"A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.",The Thing,10.172,8.07,7625
4232,Scream,1996-12-20,/lr9ZIrmuwVmZhpZuTCW8D9g0ZJe.jpg,"A year after the murder of her mother, a teenage girl is terrorized by a masked killer.",Scream,10.3297,7.425,7607
621,Grease,1978-06-16,/2rM7fQKpb7cs1Iq7IBqub9LFDzJ.jpg,"Australian good girl Sandy and greaser Danny fell in love over the summer.",Grease,9.5099,7.372,7540
4247,Scary Movie,2000-07-07,/fVQFPRuw3yWXojYDJvA5EoFjUOY.jpg,"A familiar-looking group of teenagers find themselves being stalked by a masked killer!",Scary Movie,12.5537,6.38,7450
955,Mission: Impossible II,2000-05-24,/hfnrual76gPeNFduhD4xzHWpfTw.jpg,"With computer genius Luther Stickell at his side and a beautiful thief on his mind, agent Ethan Hunt races across Australia and Spain to stop a former IMF agent from unleashing a genetically engineered biological weapon called Chimera. This mission, should Hunt choose to accept it, plunges him into the center of an international crisis of terrifying magnitude.",Mission: Impossible II,7.8474,6.137,7340
2668,Sleepy Hollow,1999-11-19,/1GuK965FLJxqUw9fd1pmvjbFAlv.jpg,"Skeptical young detective Ichabod Crane gets transferred to the hamlet of Sleepy Hollow, New York, where he is tasked with investigating the decapitations of three people – murders the townsfolk attribute to a legendary specter, The Headless Horseman.",Sleepy Hollow,6.6575,7.187,7186
37135,Tarzan,1999-06-17,/bTvHlcqiOjGa3lFtbrTLTM3zasY.jpg,"Tarzan was a small orphan who was raised by an ape named Kala since he was a child. He believed that this was his family, but on an expedition Jane Porter is rescued by Tarzan. He then finds out that he's human. Now Tarzan must make the decision as to which family he should belong to...",Tarzan,13.3374,7.399,7141
11688,The Emperor's New Groove,2000-12-15,/xU635vn1lMD9DWDloeuKmuhxxnQ.jpg,"Emperor Kuzco is turned into a llama by his ex-administrator Yzma, and must now regain his throne and his human form with the help of Pacha, a gentle llama herder.",The Emperor's New Groove,11.6618,7.557,7127
2649,The Game,1997-09-12,/4UOa079915QjiTA2u5hT2yKVgUu.jpg,"In honor of his birthday, San Francisco banker Nicholas Van Orton, a financial genius and a cold-hearted loner, receives an unusual present from his younger brother, Conrad: a gift certificate to play a unique kind of game. In nary a nanosecond, Nicholas finds himself consumed by a dangerous set of ever-changing rules, unable to distinguish where the charade ends and reality begins.",The Game,6.1854,7.568,7091
100,"Lock, Stock and Two Smoking Barrels",1998-08-28,/6pJB2t3MbQUy9m5pFIBHXLqnqNd.jpg,"A card shark and his unwillingly-enlisted friends need to make a lot of cash quick after losing a sketchy poker match. To do this they decide to pull a heist on a small-time gang who happen to be operating out of the flat next door.","Lock, Stock and Two Smoking Barrels",2.9256,8.102,6985
364,Batman Returns,1992-06-19,/jKBjeXM7iBBV9UkUcOXx3m7FSHY.jpg,"The monstrous Penguin, who dwells in the sewers beneath Gotham, joins up with corrupt mayoral candidate Max Shreck to topple the Batman once and for all.",Batman Returns,8.1113,6.944,6913
380,Rain Man,1988-12-12,/iTNHwO896WKkaoPtpMMS74d8VNi.jpg,"When car dealer Charlie Babbitt learns that his estranged father has died, he returns home to Cincinnati, where he discovers that he has a savant older brother named Raymond and that his father's $3 million fortune is being left to the mental institution in which Raymond lives.",Rain Man,8.7119,7.751,6826
927,Gremlins,1984-06-08,/6m0F7fsXjQvUbCZrPWcJNrjvIui.jpg,"After receiving an exotic small animal as a Christmas gift, a young man inadvertently breaks three important rules concerning his new pet, which unleashes a horde of malevolently mischievous creatures on a small town.",Gremlins,9.1711,7.139,6798
9737,Bad Boys,1995-04-07,/x1ygBecKHfXX4M2kRhmFKWfWbJc.jpg,"Marcus Burnett is a henpecked family man. Mike Lowrey is a footloose and fancy free ladies' man.",Bad Boys,9.2011,6.825,6748
184,Jackie Brown,1997-12-25,/rOUx7qg4KmEh1juEDwqzbDSL1Nr.jpg,"Jackie Brown is a flight attendant who gets caught in the middle of smuggling cash into the country for her gunrunner boss.",Jackie Brown,5.1949,7.4,6746
345,Eyes Wide Shut,1999-07-16,/knEIz1eNGl5MQDbrEAVWA7iRqF9.jpg,"After Dr. Bill Harford's wife, Alice, admits to having sexual fantasies about a man she met, Bill becomes obsessed with having a sexual encounter.",Eyes Wide Shut,10.8232,7.484,6745
782,Gattaca,1997-09-07,/eSKr5Fl1MEC7zpAXaLWBWSBjgJq.jpg,"Vincent is an all-too-human man who dares to defy a system obsessed with genetic perfection.",Gattaca,5.4636,7.563,6720
1368,First Blood,1982-10-22,/a9sa6ERZCpplbPEO7OMWE763CLD.jpg,"When former Green Beret John Rambo is harassed by local law enforcement and arrested for vagrancy, he is forced to flee into the mountains and wage an escalating one-man war against his pursuers.",First Blood,9.3267,7.497,6684
242,The Godfather Part III,1990-12-25,/lm3pQ2QoQ16pextRsmnUbG2onES.jpg,"In the midst of trying to legitimize his business dealings in 1979 New York and Italy, aging mafia don, Michael Corleone seeks forgiveness for his sins while taking a young protege under his wing.",The Godfather Part III,10.6979,7.419,6649
1637,Speed,1994-06-09,/82PkCE4R95KhHICUDF7G4Ly2z3l.jpg,"Tensions run high when a crazed bomber rigs a Los Angeles bus with a device that will kill everyone on board if the vehicle's speed dips below fifty miles per hour.",Speed,6.7874,7.147,6619
1813,The Devil's Advocate,1997-10-17,/5ZzBGpxy55OQzHxKVY11IpY6a0o.jpg,"Aspiring Florida defense lawyer Kevin Lomax accepts a job at a New York law firm.",The Devil's Advocate,8.8712,7.5,6538
509,Notting Hill,1999-05-21,/hHRIf2XHeQMbyRb3HUx19SF5Ujw.jpg,"London bookstore owner William Thacker's quiet life turns upside down when a chance encounter with famous actress Anna Scott sparks an unlikely romance.",Notting Hill,6.9022,7.266,6527
8467,Dumb and Dumber,1994-12-16,/4LdpBXiCyGKkR8FGHgjKlphrfUc.jpg,"Lloyd and Harry are two men whose stupidity is really indescribable.",Dumb and Dumber,8.9897,6.643,6505
36647,Blade,1998-08-21,/hx0sdduAsr4rq03RZKZzglR25z7.jpg,"The Daywalker known as ""Blade"" - a half-vampire, half-mortal man - becomes the protector of humanity against an underground army of vampires.",Blade,8.4484,6.818,6487
72190,World War Z,2013-06-19,/aCnVdvExw6UWSeQfr0tUH3jr4qG.jpg,"Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies.",World War Z,10.7229,6.824,16149
330459,Rogue One: A Star Wars Story,2016-12-14,/i0yw1mFbB7sNGHCs7EXZPzFkdA1.jpg,"A rogue band of resistance fighters unite for a mission to steal the Death Star plans and bring a new hope to the galaxy.",Rogue One: A Star Wars Story,8.4674,7.504,16060
49047,Gravity,2013-10-03,/kZ2nZw8D681aphje8NJi8EfbL1U.jpg,"Dr. Ryan Stone, a brilliant medical engineer, is on her first Shuttle mission, with veteran astronaut Matt Kowalski in command of his last flight before retiring.",Gravity,6.6403,7.165,16005
181808,Star Wars: The Last Jedi,2017-12-13,/ySaaKHOLAQU5HoZqWmzDIj1VvZ1.jpg,"Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers.",Star Wars: The Last Jedi,11.2403,6.762,16005
558,Spider-Man 2,2004-06-25,/eg8XHjA7jkM3ulBLnfGTczR9ytI.jpg,"Peter Parker is going through a major identity crisis. Burned out from being Spider-Man, he decides to shelve his superhero alter ego.",Spider-Man 2,6.5354,7.297,15960
127585,X-Men: Days of Future Past,2014-05-15,/tYfijzolzgoMOtegh1Y7j2Enorg.jpg,"The ultimate X-Men ensemble fights a war for the survival of the species across two time periods.",X-Men: Days of Future Past,12.2502,7.528,15955
38,Eternal Sunshine of the Spotless Mind,2004-03-19,/5MwkWH9tYHv3mV9OdYTMR5qreIz.jpg,"Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory.",Eternal Sunshine of the Spotless Mind,13.7315,8.092,15922
321612,Beauty and the Beast,2017-03-16,/hKegSKIDep2ewJWPUQD7u0KqFIp.jpg,"A live-action adaptation of Disney's version of the classic tale of a cursed prince and a beautiful young woman.",Beauty and the Beast,14.1802,6.969,15871
49521,Man of Steel,2013-06-12,/dksTL9NXc3GqPBRHYHcy1aIwjS.jpg,"A young boy learns that he has extraordinary powers and is not of this earth.",Man of Steel,12.4891,6.641,15859
118,Charlie and the Chocolate Factory,2005-07-13,/iKP6wg3c6COUe8gYutoGG7qcPnO.jpg,"A young boy wins a tour through the most magnificent chocolate factory in the world.",Charlie and the Chocolate Factory,12.2953,7.04,15837
37724,Skyfall,2012-10-24,/d0IVecFQvsGdSbnMAHqiYsNYaJT.jpg,"When Bond's latest assignment goes gravely wrong, agents around the world are exposed.",Skyfall,9.5346,7.256,15810
1422,The Departed,2006-10-04,/nT97ifVT2J1yMQmeq20Qblg61T.jpg,"To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld.",The Departed,11.3504,8.16,15762
20352,Despicable Me,2010-07-08,/9lOloREsAhBu0pEtU0BgeR1rHyo.jpg,"Villainous Gru hatches a plan to steal the moon from the sky.",Despicable Me,12.9124,7.255,15759
120467,The Grand Budapest Hotel,2014-02-26,/eWdyYQreja6JGCzqHWXpWHDrrPo.jpg,"The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars.",The Grand Budapest Hotel,9.8346,8.033,15628
10193,Toy Story 3,2010-06-16,/AbbXspMOwdvwWZgVN0nabZq03Ec.jpg,"Woody, Buzz, and the rest of Andy's toys find themselves accidentally left at a nefarious day care center.",Toy Story 3,12.5137,7.805,15371
44214,Black Swan,2010-12-03,/viWheBd44bouiLCHgNMvahLThqx.jpg,"A committed dancer struggles to maintain her sanity after winning the lead role in Swan Lake.",Black Swan,9.3972,7.686,15222
752,V for Vendetta,2006-02-23,/piZOwjyk1g51oPHonc7zaQY3WOv.jpg,"In a world in which Great Britain has become a fascist state, a masked vigilante conducts guerrilla warfare.",V for Vendetta,8.5794,7.899,15211
285,Pirates of the Caribbean: At World's End,2007-05-19,/jGWpG4YhpQwVmjyHEGkxEkeRf0S.jpg,"Captain Jack Sparrow is trapped in Davy Jones' Locker when his pirate brethren begin a desperate quest.",Pirates of the Caribbean: At World's End,14.7769,7.267,15128
122917,The Hobbit: The Battle of the Five Armies,2014-12-10,/xT98tLqatZPQApyRmlPL12LtiWp.jpg,"Following Smaug's attack on Laketown, Bilbo and the dwarves try to defend Erebor.",The Hobbit: The Battle of the Five Armies,28.9332,7.331,15003
447332,A Quiet Place,2018-04-03,/nAU74GmpUk7t5iklEp3bufwDq4n.jpg,"A family is forced to live in silence while hiding from creatures that hunt by sound.",A Quiet Place,10.0439,7.393,14981
8681,Taken,2008-02-18,/ognkaUSNgJe1a2pjB4UNdzEo5jT.jpg,"Bryan Mills, a former government operative, is trying to reconnect with his teenage daughter Kim. After she is abducted in Paris by human traffickers, Bryan relies on his training to rescue her.",Taken,16.0913,7.399,11812
93456,Despicable Me 2,2013-06-26,/5Fh4NdoEnCjCK9wLjdJ9DJNFl2b.jpg,"Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.",Despicable Me 2,8.973,6.939,11776
76203,12 Years a Slave,2013-10-18,/xdANQijuNrJaw1HA61rDccME4Tm.jpg,"In the pre-Civil War United States, Solomon Northup, a free black man, is abducted and sold into slavery.",12 Years a Slave,7.5008,7.935,11743
604,The Matrix Reloaded,2003-05-15,/aA5qHS0FbSXO8PxcxUIHbDrJyuh.jpg,"Humans freed from the Matrix build resistance in Zion as Neo discovers new powers.",The Matrix Reloaded,10.8806,7.068,11623
414906,The Batman,2022-03-01,/74xTEgt7R36Fpooo50r9T25onhq.jpg,"In his second year of fighting crime, Batman uncovers corruption in Gotham City while facing the Riddler.",The Batman,16.8723,7.66,11480
953,Madagascar,2005-05-25,/zMpJY5CJKUufG9OTw0In4eAFqPX.jpg,"Four animal friends escape from the Central Park Zoo and end up on the island of Madagascar.",Madagascar,15.5528,6.918,11437
222935,The Fault in Our Stars,2014-06-02,/kcVuktIlrn9SAN1uBmPDnocTQmF.jpg,"Despite her terminal illness, Hazel's life changes when she meets Augustus at a cancer support group.",The Fault in Our Stars,5.0831,7.6,11430
242582,Nightcrawler,2014-10-23,/j9HrX8f7GbZQm1BrBiR40uFQZSb.jpg,"Desperate for work, Lou Bloom enters the dangerous world of L.A. crime journalism.",Nightcrawler,10.6488,7.708,11404
458156,John Wick: Chapter 3 - Parabellum,2019-05-15,/ziEuG1essDuWuC5lpWUaw1uXY2O.jpg,"John Wick returns with a $14 million bounty on his head as assassins hunt him worldwide.",John Wick: Chapter 3 - Parabellum,9.5638,7.4,11397
36557,Casino Royale,2006-11-14,/lMrxYKKhd4lqRzwUHAy5gcx9PSO.jpg,"James Bond undertakes his first mission as a 00 agent to defeat terrorist banker Le Chiffre.",Casino Royale,13.824,7.567,11353
291805,Now You See Me 2,2016-06-02,/A81kDB6a1K86YLlcOtZB27jriJh.jpg,"The Four Horsemen resurface to pull off their most dangerous heist yet.",Now You See Me 2,14.9187,6.83,11303
338952,Fantastic Beasts: The Crimes of Grindelwald,2018-11-14,/fMMrl8fD9gRCFJvsx0SuFwkEOop.jpg,"Grindelwald escapes custody and gathers followers, forcing Dumbledore to seek help from Newt Scamander.",Fantastic Beasts: The Crimes of Grindelwald,5.9683,6.841,11283
13223,Gran Torino,2008-12-12,/zUybYvxWdAJy5hhYovsXtHSWI1l.jpg,"Disgruntled war veteran Walt Kowalski befriends a Hmong teenager and confronts his own prejudices.",Gran Torino,4.5228,7.99,11266
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005-12-07,/iREd0rNCjYdf5Ar0vfaW32yrkm.jpg,"Four siblings enter the magical land of Narnia and help Aslan defeat the White Witch.","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",21.1019,7.137,11244
1949,Zodiac,2007-03-02,/6YmeO4pB7XTh8P8F960O1uA14JO.jpg,"A cartoonist and journalists obsess over the identity of the Zodiac Killer.",Zodiac,8.7837,7.526,11234
310,Bruce Almighty,2003-05-23,/f0QqG14SZYYZcV4VWykVc5w13dz.jpg,"A frustrated reporter is granted divine powers by God.",Bruce Almighty,8.4443,6.723,11229
75612,Oblivion,2013-04-10,/5Onf4TW3mZn3oLeKVr9W4FGomQQ.jpg,"A drone repairman questions reality after rescuing a woman from a crashed spacecraft.",Oblivion,8.0981,6.665,11223
51876,Limitless,2011-03-17,/kCokPP4WCQRrrAuZ7FcpIyHr8b2.jpg,"An unsuccessful writer's life transforms after taking a powerful intelligence-enhancing drug.",Limitless,8.5602,7.193,11188
872585,Oppenheimer,2023-07-19,/8Gxv8gSFCU0XGDykEGv7zR1n2ua.jpg,"The story of J. Robert Oppenheimer and the development of the atomic bomb.",Oppenheimer,22.5108,8.039,11163
508442,Soul,2020-12-25,/6jmppcaubzLF8wkXM36ganVISCo.jpg,"A jazz musician’s soul is separated from his body and must find his way back to Earth.",Soul,12.0927,8.1,11102
152601,Her,2013-12-18,/eCOtqtfvn7mxGl6nfmq4b1exJRc.jpg,"In the near future, a lonely writer develops a romantic relationship with an advanced operating system.",Her,12.9006,7.844,14951
559,Spider-Man 3,2007-05-01,/qFmwhVUoUSXjkKRmca5yGDEXBIj.jpg,"Peter Parker faces new villains while struggling with the influence of a mysterious alien symbiote.",Spider-Man 3,15.2538,6.448,14871
920,Cars,2006-06-08,/2Touk3m5gzsqr1VsvxypdyHY5ci.jpg,"Hotshot race car Lightning McQueen learns the value of friendship after getting stranded in a small town.",Cars,10.0123,7.017,14781
393,Kill Bill: Vol. 2,2004-04-16,/vr9w5OrpAPjCdccZ6xheBqGkxwM.jpg,"The Bride continues her quest for revenge against the remaining members of the Deadly Viper Assassination Squad.",Kill Bill: Vol. 2,8.6447,7.875,14691
137113,Edge of Tomorrow,2014-05-27,/nBM9MMa2WCwvMG4IJ3eiGUdbPe6.jpg,"A soldier relives the same day repeatedly while fighting an alien invasion.",Edge of Tomorrow,10.1881,7.634,14676
1865,Pirates of the Caribbean: On Stranger Tides,2011-05-15,/keGfSvCmYj7CvdRx36OdVrAEibE.jpg,"Jack Sparrow searches for the Fountain of Youth while facing rivals from his past.",Pirates of the Caribbean: On Stranger Tides,16.9247,6.565,14665
297802,Aquaman,2018-12-07,/ufl63EFcc5XpByEV2Ecdw6WJZAI.jpg,"Arthur Curry embraces his destiny as king of Atlantis.",Aquaman,7.7599,6.87,14661
335984,Blade Runner 2049,2017-10-04,/gajva2L0rPYkEWjzgFlBXCAVBE5.jpg,"A new blade runner uncovers a secret that threatens the future of humanity.",Blade Runner 2049,19.0031,7.6,14658
1895,Star Wars: Episode III - Revenge of the Sith,2005-05-17,/xfSAoBEm9MNBjmlNcDYLvLSMlnq.jpg,"Anakin Skywalker is seduced by the dark side as the Republic falls and the Empire rises.",Star Wars: Episode III - Revenge of the Sith,9.4547,7.456,14565
12155,Alice in Wonderland,2010-03-03,/o0kre9wRCZz3jjSjaru7QU0UtFz.jpg,"Alice returns to Wonderland and fulfills her destiny against the Red Queen.",Alice in Wonderland,13.3305,6.636,14540
324786,Hacksaw Ridge,2016-10-07,/wuz8TjCIWR2EVVMuEfBnQ1vuGS3.jpg,"WWII medic Desmond Doss saves lives on the battlefield without carrying a weapon.",Hacksaw Ridge,12.929,8.192,14511
10528,Sherlock Holmes,2009-12-23,/zz0vClg5NdYbhpqaEGyJENrGVSw.jpg,"Detective Sherlock Holmes unravels a deadly conspiracy threatening England.",Sherlock Holmes,7.6986,7.216,14507
466272,Once Upon a Time... in Hollywood,2019-07-24,/8j58iEBw9pOXFD2L0nt0ZXeHviB.jpg,"An actor and his stunt double navigate a changing Hollywood in 1969.",Once Upon a Time... in Hollywood,12.9523,7.425,14409
1271,300,2007-03-07,/h7Lcio0c9ohxPhSZg42eTlKIVVY.jpg,"King Leonidas leads 300 Spartans against the Persian army.",300,9.1285,7.192,14397
438631,Dune,2021-09-15,/d5NXSklXo0qyIYkgV94XAgMIckC.jpg,"Paul Atreides journeys to Arrakis, the most dangerous planet in the universe.",Dune,23.0482,7.776,14282
353486,Jumanji: Welcome to the Jungle,2017-12-09,/pSgXKPU5h6U89ipF7HBYajvYt7j.jpg,"Teenagers are transported into a dangerous video game world.",Jumanji: Welcome to the Jungle,8.2669,6.819,14203
8966,Twilight,2008-11-20,/3Gkb6jm6962ADUPaCBqzz9CTbn9.jpg,"A teenage girl falls in love with a vampire in a small town.",Twilight,17.4084,6.283,14155
1894,Star Wars: Episode II - Attack of the Clones,2002-05-15,/oZNPzxqM2s5DyVWab09NTQScDQt.jpg,"Jedi investigate an assassination attempt as the Clone Wars begin.",Star Wars: Episode II - Attack of the Clones,7.717,6.586,14004
12445,Harry Potter and the Deathly Hallows: Part 2,2011-07-12,/c54HpQmuwXjHq2C9wmoACjxoom3.jpg,"Harry, Ron and Hermione make a final stand against Voldemort as the wizarding world faces its darkest hour.",Harry Potter and the Deathly Hallows: Part 2,19.8279,8.083,21561
634649,Spider-Man: No Way Home,2021-12-15,/1g0dhYtq4irTY1GPXvft6k4YLjm.jpg,"Peter Parker seeks Doctor Strange’s help after his identity is revealed, opening the multiverse.",Spider-Man: No Way Home,25.9866,7.935,21426
14160,Up,2009-05-28,/mFvoEwSfLqbcWwFsDjQebn9bzFe.jpg,"Widower Carl Fredricksen fulfills his dream of adventure by lifting his house into the sky.",Up,16.3274,7.96,21208
135397,Jurassic World,2015-06-06,/rhr4y79GpxQF9IsfJItRXVaoGs4.jpg,"A fully operational dinosaur theme park descends into chaos when a new attraction escapes.",Jurassic World,12.9374,6.701,21204
297762,Wonder Woman,2017-05-30,/v4ncgZjG2Zu8ZW5al1vIZTsSjqX.jpg,"Amazon princess Diana leaves her home to stop a devastating global conflict.",Wonder Woman,15.7517,7.212,20623
354912,Coco,2017-10-27,/6Ryitt95xrO8KXuqRGm1fUuNwqF.jpg,"Young Miguel journeys through the Land of the Dead to discover his family’s true legacy.",Coco,16.8384,8.2,20544
102899,Ant-Man,2015-07-14,/rQRnQfUl3kfp78nCWq8Ks04vnq1.jpg,"Scott Lang becomes Ant-Man and must pull off a heist to save the world.",Ant-Man,9.8442,7.067,20522
675,Harry Potter and the Order of the Phoenix,2007-07-08,/5aOyriWkPec0zUDxmHFP9qMmBaj.jpg,"Harry forms Dumbledore’s Army as Voldemort’s return is denied by the Ministry.",Harry Potter and the Order of the Phoenix,19.8114,7.674,20412
767,Harry Potter and the Half-Blood Prince,2009-07-15,/z7uo9zmQdQwU5ZJHFpv2Upl30i1.jpg,"Dumbledore prepares Harry for the final battle as Voldemort’s power grows.",Harry Potter and the Half-Blood Prince,25.0527,7.682,20384
245891,John Wick,2014-10-22,/fZPSd91yGE9fCcCe6OoQr6E3Bev.jpg,"Legendary hitman John Wick seeks vengeance after losing everything he loved.",John Wick,9.1121,7.454,20329
557,Spider-Man,2002-05-01,/kjdJntyBeEvqm9w97QGBdxPptzj.jpg,"Teenager Peter Parker gains extraordinary powers and becomes Spider-Man.",Spider-Man,18.775,7.318,20168
263115,Logan,2017-02-28,/fnbjcRDYn6YviCcePDnGdyAkYsB.jpg,"An aging Wolverine protects a young mutant in a violent and unforgiving future.",Logan,12.5397,7.819,20039
12444,Harry Potter and the Deathly Hallows: Part 1,2010-11-17,/iGoXIpQb7Pot00EEdwpwPajheZ5.jpg,"Harry, Ron and Hermione hunt Horcruxes while the wizarding world falls into darkness.",Harry Potter and the Deathly Hallows: Part 1,19.5977,7.737,19981
346364,It,2017-09-06,/9E2y5Q7WlCVNEhP5GiVTjhEhx1o.jpg,"A group of children confront a terrifying entity lurking beneath their town.",It,28.3415,7.239,19972
10681,WALL·E,2008-06-22,/hbhFnRzzg6ZDmm8YAmxBnQpQIPh.jpg,"A lonely robot sparks hope for humanity’s future after Earth is abandoned.",WALL·E,17.7977,8.106,19787
210577,Gone Girl,2014-10-01,/ts996lKsxvjkO2yiYG0ht4qAicO.jpg,"A man becomes the prime suspect when his wife mysteriously disappears.",Gone Girl,14.7529,7.889,19528
